pair_idx,gamma_n,gamma_n1,g,t0,far,S_on,h_thr,r,H,H_over_halfgap,n_sign_changes
159833,8436193781.278977394104,8436193781.318870544434,3.989315032959e-02,8436193781.298923492432,32.8972503221,5059.7170834044,1.9881625134e-02,0.9967438004,0.2465671402,12.3613772384,0
160471,8436193971.925680160522,8436193971.947715759277,2.203559875488e-02,8436193971.936697959900,23.8052427720,16499.3686746874,1.1009848283e-02,0.9992783410,0.2898535945,26.3077575224,0
160614,8436194014.607087135315,8436194014.639790534973,3.270339965820e-02,8436194014.623438835144,25.1486090520,7505.1931414530,1.6324280977e-02,0.9983231803,0.2820057821,17.2462670606,0
160709,8436194043.072610855103,8436194043.099964141846,2.735328674316e-02,8436194043.086287498474,23.9371086501,10716.2325566477,1.3661359907e-02,0.9988825135,0.2890541123,21.1348723817,0
161190,8436194186.789921760559,8436194186.821717262268,3.179550170898e-02,8436194186.805819511414,19.4625963818,7932.7806726058,1.5878236794e-02,0.9987725270,0.3205638975,20.1641037410,0
161762,8436194357.813100814819,8436194357.853025436401,3.992462158203e-02,8436194357.833063125610,31.2783345185,5050.1763410361,1.9900396356e-02,0.9968984335,0.2528676007,12.6672509674,0
161884,8436194394.286702156067,8436194394.331266403198,4.456424713135e-02,8436194394.308984756470,34.3105607690,4062.5644873133,2.2187831747e-02,0.9957682750,0.2414354788,10.8353890989,0
162492,8436194576.108000755310,8436194576.147655487061,3.965473175049e-02,8436194576.127828598022,21.2573943800,5108.7050546176,1.9786071899e-02,0.9979173241,0.3067326332,15.4701655836,0
163099,8436194757.377051353455,8436194757.417542457581,4.049110412598e-02,8436194757.397296905518,29.8575506744,4909.3061576710,2.0183893198e-02,0.9969544488,0.2588140858,12.7837504733,0
165337,8436195426.579401016235,8436195426.617684364319,3.828334808350e-02,8436195426.598543167114,23.5356844754,5481.9960690702,1.9100539665e-02,0.9978510565,0.2915087406,15.2290097516,0
165479,8436195469.217004776001,8436195469.250076293945,3.307151794434e-02,8436195469.233540534973,17.9142933852,7332.3651946050,1.6515546695e-02,0.9987776626,0.3341297584,20.2064966546,0
166703,8436195835.041116714478,8436195835.069769859314,2.865314483643e-02,8436195835.055442810059,29.5034736602,9773.6856939316,1.4304932520e-02,0.9984895272,0.2603624934,18.1733973637,0
166971,8436195915.248910903931,8436195915.279829025269,3.091812133789e-02,8436195915.264369964600,25.2278544675,8394.0394826618,1.5435812482e-02,0.9984961449,0.2815625173,18.2134298662,0
167060,8436195941.671130180359,8436195941.711163520813,4.003334045410e-02,8436195941.691146850586,20.6026085887,5012.2779046115,1.9975489323e-02,0.9979426696,0.3115687500,15.5654635091,0
167423,8436196050.068966865540,8436196050.112666130066,4.369926452637e-02,8436196050.090816497803,22.8673431086,4212.1699460243,2.1790242089e-02,0.9972818685,0.2957380083,13.5351480878,0
167443,8436196055.991741180420,8436196056.034802436829,4.306125640869e-02,8436196056.013271331787,19.9866405338,4334.3487447955,2.1480929601e-02,0.9976917254,0.3163334348,14.6922529064,0
167737,8436196143.962335586548,8436196143.986837387085,2.450180053711e-02,8436196143.974586486816,23.0134701755,13348.8348256794,1.2240335401e-02,0.9991376252,0.2947975994,24.0633417080,0
167756,8436196149.947854995728,8436196149.992049217224,4.419422149658e-02,8436196149.969951629639,45.8784212546,4141.8695845274,2.1974387961e-02,0.9944462066,0.2087905150,9.4487699025,0
167802,8436196163.317456245422,8436196163.361102104187,4.364585876465e-02,8436196163.339279174805,21.6330642046,4221.1941330765,2.1766937733e-02,0.9974342744,0.3040576805,13.9329452618,0
168194,8436196280.591472625732,8436196280.636125564575,4.465293884277e-02,8436196280.613799095154,19.8255784344,4032.0931923944,2.2271512778e-02,0.9975384983,0.3176157749,14.2259740625,0
168923,8436196498.414760589600,8436196498.456523895264,4.176330566406e-02,8436196498.435642242432,28.3803838745,4615.0795182820,2.0817348065e-02,0.9969205135,0.2654641412,12.7127935407,0
169251,8436196596.568590164185,8436196596.613061904907,4.447174072266e-02,8436196596.590826034546,20.5763327702,4065.6061652984,2.2179530295e-02,0.9974662532,0.3117676220,14.0209318055,0
169732,8436196740.506726264954,8436196740.516119956970,9.393692016602e-03,8436196740.511423110962,30.1115075899,90690.4534098085,4.6960662082e-03,0.9998339737,0.2577203710,54.8709433045,0
170050,8436196835.600769996643,8436196835.622833251953,2.206325531006e-02,8436196835.611801147461,17.6651199820,16451.9498070573,1.1025703513e-02,0.9994629857,0.3364780218,30.5012127240,0
170132,8436196860.010629653931,8436196860.051798820496,4.116916656494e-02,8436196860.031213760376,36.3680945034,4756.4098072366,2.0505736147e-02,0.9961696025,0.2345064133,11.3923323152,0
170387,8436196936.253909111023,8436196936.291951179504,3.804206848145e-02,8436196936.272930145264,14.3519438838,5542.2718372833,1.8996390396e-02,0.9987043899,0.3733014132,19.6257158509,0
170607,8436197001.999892234802,8436197002.040890693665,4.099845886230e-02,8436197002.020391464233,23.5786780418,4783.0084540680,2.0448639735e-02,0.9975321172,0.2912428496,14.2075023149,0
170893,8436197087.507863044739,8436197087.535181045532,2.731800079346e-02,8436197087.521522521973,19.6651033460,10739.6003093694,1.3646489283e-02,0.9990840388,0.3189090775,23.3479074780,0
171438,8436197250.370115280151,8436197250.400986671448,3.087139129639e-02,8436197250.385551452637,26.4843246583,8420.6508774894,1.5411402638e-02,0.9984261797,0.2748024158,17.8030470454,0
171536,8436197279.583010673523,8436197279.627793312073,4.478263854980e-02,8436197279.605401992798,54.5597887392,4043.6203576079,2.2239745375e-02,0.9932306847,0.1914602659,8.5506469535,0
171643,8436197311.815805435181,8436197311.831775665283,1.597023010254e-02,8436197311.823790550232,23.9056141228,31390.5196363858,7.9820739191e-03,0.9996191499,0.2892444572,36.2229542554,0
171798,8436197357.903174400330,8436197357.943723678589,4.054927825928e-02,8436197357.923448562622,37.5665815081,4903.0246028635,2.0196818449e-02,0.9961616737,0.2307353624,11.3804917034,0
171960,8436197406.515082359314,8436197406.553421020508,3.833866119385e-02,8436197406.534252166748,18.0384887822,5460.7598459071,1.9137643451e-02,0.9983469874,0.3329775262,17.3703262377,0
172527,8436197575.904877662659,8436197575.925189018250,2.031135559082e-02,8436197575.915033340454,25.5369888563,19417.0710833850,1.0148997314e-02,0.9993421925,0.2798531208,27.5563213453,0
172812,8436197661.131958961487,8436197661.160101890564,2.814292907715e-02,8436197661.146030426025,19.7684288233,10120.4666192350,1.4057714841e-02,0.9990228666,0.3180745498,22.6042249496,0
173048,8436197731.550813674927,8436197731.586369514465,3.555583953857e-02,8436197731.568592071533,34.3774332186,6362.4013486774,1.7729825739e-02,0.9972947324,0.2412005392,13.5674219655,0
174617,8436198200.687830924988,8436198200.716176033020,2.834510803223e-02,8436198200.702003479004,22.1715071924,9979.2917989592,1.4156801315e-02,0.9988885065,0.3003429135,21.1918693810,0
174649,8436198210.380118370056,8436198210.386367797852,6.249427795410e-03,8436198210.383243560791,22.9891470233,204860.4942974933,3.1245385674e-03,0.9999438892,0.2949535102,94.3937652598,0
174915,8436198289.950085639954,8436198289.990675926208,4.059028625488e-02,8436198289.970380783081,43.6585754338,4899.2905072694,2.0204513695e-02,0.9955344275,0.2140327431,10.5460080631,0
175408,8436198437.224064826965,8436198437.267260551453,4.319572448730e-02,8436198437.245662689209,22.6438929822,4310.1866304296,2.1541054529e-02,0.9973697529,0.2971935988,13.7603247692,0
175421,8436198441.185385704041,8436198441.228393554688,4.300785064697e-02,8436198441.206890106201,14.8453730298,4339.9290013856,2.1467115129e-02,0.9982882105,0.3670451082,17.0687492023,0
175656,8436198511.493854522705,8436198511.535453796387,4.159927368164e-02,8436198511.514654159546,19.5746833299,4642.5171762406,2.0755740785e-02,0.9978895759,0.3196447865,15.3678061274,0
176538,8436198774.927307128906,8436198774.969183921814,4.187679290771e-02,8436198774.948246002197,20.5625119682,4582.4351743164,2.0891365772e-02,0.9977538546,0.3118723795,14.8947594989,0
176729,8436198832.322825431824,8436198832.358996391296,3.617095947266e-02,8436198832.340910911560,27.7577422356,6142.3841686831,1.8044568869e-02,0.9977379164,0.2684249795,14.8420159927,0
177984,8436199207.254316329956,8436199207.293215751648,3.889942169189e-02,8436199207.273765563965,44.7208374509,5331.6525057724,1.9367968929e-02,0.9957972683,0.2114754871,10.8729373306,0
178174,8436199264.133684158325,8436199264.158199310303,2.451515197754e-02,8436199264.145941734314,24.3509727803,13335.6612649977,1.2246379683e-02,0.9990865808,0.2865872336,23.3804166354,0
178270,8436199292.960007667542,8436199292.989105224609,2.909755706787e-02,8436199292.974555969238,32.7022101431,9481.5081549037,1.4523667119e-02,0.9982739847,0.2473013262,16.9980817028,0
178338,8436199313.223945617676,8436199313.257957458496,3.401184082031e-02,8436199313.240951538086,25.9662572448,6941.5637994115,1.6974083648e-02,0.9981279013,0.2775302457,16.3196251084,0
178608,8436199394.024434089661,8436199394.068520545959,4.408645629883e-02,8436199394.046477317810,36.4713562775,4152.5115242419,2.1946212226e-02,0.9955988332,0.2341741976,10.6234076087,0
178640,8436199403.635815620422,8436199403.658996582031,2.318096160889e-02,8436199403.647405624390,26.6065140795,14914.2887833872,1.1580137705e-02,0.9991076212,0.2741706798,23.6548150484,0
179079,8436199534.670570373535,8436199534.707551002502,3.698062896729e-02,8436199534.689060211182,23.6296563203,5873.4348029131,1.8453082427e-02,0.9979864022,0.2909285184,15.7341033153,0
179170,8436199561.826299667358,8436199561.869107246399,4.280757904053e-02,8436199561.847703933716,21.5534573657,4387.2008207943,2.1351148476e-02,0.9975405737,0.3046186755,14.2319973389,0
179197,8436199569.917791366577,8436199569.961503028870,4.371166229248e-02,8436199569.939647674561,24.9390376464,4211.8655868666,2.1791029382e-02,0.9970350355,0.2831881996,12.9571004511,0
179213,8436199574.831979751587,8436199574.854731559753,2.275180816650e-02,8436199574.843355178833,25.5020093490,15480.1156532120,1.1366529864e-02,0.9991759583,0.2800449835,24.6173826257,0
179367,8436199621.034573554993,8436199621.079092979431,4.451942443848e-02,8436199621.056833267212,36.9601204432,4073.3295194766,2.2158493249e-02,0.9954528177,0.2326206736,10.4503001334,0
179422,8436199637.020956993103,8436199637.055108070374,3.415107727051e-02,8436199637.038032531738,21.1507506909,6880.4724494047,1.7049273110e-02,0.9984618040,0.3075049455,18.0085063233,0
179563,8436199679.331090927124,8436199679.366201400757,3.511047363281e-02,8436199679.348646163940,21.3612437377,6510.9415479003,1.7526415349e-02,0.9983582410,0.3059861224,17.4299057096,0
179744,8436199733.451299667358,8436199733.479555130005,2.825546264648e-02,8436199733.465427398682,26.6934464929,10047.0953685014,1.4108951335e-02,0.9986707004,0.2737238705,19.3749346071,0
179788,8436199746.727581024170,8436199746.748652458191,2.107143402100e-02,8436199746.738117218018,28.2860475280,18046.0877017295,1.0527456753e-02,0.9992159758,0.2659064454,25.2385713396,0
179907,8436199782.119057655334,8436199782.147630691528,2.857303619385e-02,8436199782.133344650269,20.8966291400,9819.7938932324,1.4271309068e-02,0.9989354279,0.3093690618,21.6546158884,0
180042,8436199822.731659889221,8436199822.760565757751,2.890586853027e-02,8436199822.746112823486,25.6317005877,9600.1722066462,1.4433627274e-02,0.9986641473,0.2793355995,19.3272586969,0
180076,8436199832.763278961182,8436199832.802291870117,3.901290893555e-02,8436199832.782785415649,19.1133110245,5275.3307040028,1.9471085003e-02,0.9981867814,0.3234797020,16.5832136498,0
180132,8436199849.610984802246,8436199849.649832725525,3.884792327881e-02,8436199849.630409240723,24.9368051038,5325.8949146488,1.9378435032e-02,0.9976561626,0.2832008760,14.5799750440,0
