pair_idx,gamma_n,gamma_n1,g,t0,far,S_on,h_thr,r,H,H_over_halfgap,n_sign_changes
633530,8436335390.124080657959,8436335390.146410942078,2.233028411865e-02,8436335390.135246276855,30.2474212974,16073.8349987710,1.1154631942e-02,0.9990586669,0.2571406990,23.0306697072,0
633696,8436335439.677481651306,8436335439.708558082581,3.107643127441e-02,8436335439.693019866943,21.6667071312,8305.4305091079,1.5517934821e-02,0.9986947783,0.3038215264,19.5531799475,0
633853,8436335486.646811485291,8436335486.668469429016,2.165794372559e-02,8436335486.657640457153,27.6797964293,17082.8298644728,1.0820195060e-02,0.9991895073,0.2688026537,24.8225461418,0
633929,8436335509.576173782349,8436335509.600414276123,2.424049377441e-02,8436335509.588294029236,30.5137085374,13645.1819434272,1.2106687498e-02,0.9988812613,0.2560162318,21.1230211854,0
634090,8436335557.390191078186,8436335557.426827430725,3.663635253906e-02,8436335557.408509254456,28.9751838794,5989.2396176387,1.8273812037e-02,0.9975781305,0.2627253005,14.3423284419,0
634574,8436335702.197488784790,8436335702.229342460632,3.185367584229e-02,8436335702.213415145874,17.0644781508,7901.5048791196,1.5909630435e-02,0.9989195918,0.3423485494,21.4950733530,0
635130,8436335868.362010955811,8436335868.406039237976,4.402828216553e-02,8436335868.384025573730,27.3741265327,4154.2984465529,2.1941491767e-02,0.9966998796,0.2702992637,12.2784378760,0
635246,8436335903.033576965332,8436335903.075325965881,4.174900054932e-02,8436335903.054450988770,21.0070576111,4610.8499558265,2.0826893820e-02,0.9977193967,0.3085548552,14.7814247607,0
635629,8436336017.680052757263,8436336017.713251113892,3.319835662842e-02,8436336017.696651458740,28.0489794021,7286.7150095883,1.6567199643e-02,0.9980734787,0.2670277929,16.0868079012,0
635672,8436336030.399079322815,8436336030.435276031494,3.619670867920e-02,8436336030.417177200317,20.2472152027,6126.1772279057,1.8068421762e-02,0.9983461161,0.3142912921,17.3657386841,0
636173,8436336180.347672462463,8436336180.366010665894,1.833820343018e-02,8436336180.356842041016,28.9530617300,23817.9655707319,9.1635270514e-03,0.9993920164,0.2628256515,28.6642748332,0
636386,8436336243.948327064514,8436336243.975295066833,2.696800231934e-02,8436336243.961811065674,32.4775167963,11032.4711367274,1.3464139352e-02,0.9985270093,0.2481553198,18.4036857372,0
636798,8436336367.254509925842,8436336367.293704032898,3.919410705566e-02,8436336367.274106979370,33.0535594527,5240.7832982928,1.9535156583e-02,0.9968415178,0.2459834456,12.5520627520,0
636847,8436336381.781505584717,8436336381.794551849365,1.304626464844e-02,8436336381.788028717041,24.1613194847,47026.2999166599,6.5214563713e-03,0.9997430754,0.2877098124,44.1060824888,0
637397,8436336546.193670272827,8436336546.226452827454,3.278255462646e-02,8436336546.210062026978,29.7029653379,7473.6692915702,1.6358672562e-02,0.9980108475,0.2594866944,15.8307793499,0
637572,8436336598.473714828491,8436336598.511132240295,3.741741180420e-02,8436336598.492424011230,27.1946951849,5741.2244775664,1.8664344157e-02,0.9976288181,0.2711895186,14.4953648865,0
638082,8436336751.182191848755,8436336751.226793289185,4.460144042969e-02,8436336751.204492568970,26.5695602275,4048.1079377117,2.2227414885e-02,0.9967128716,0.2743612765,12.3027989156,0
638088,8436336752.657719612122,8436336752.697709083557,3.998947143555e-02,8436336752.677714347839,19.0054338598,5021.6386145629,1.9956862735e-02,0.9981058523,0.3243964581,16.2240933144,0
638845,8436336979.190116882324,8436336979.226730346680,3.661346435547e-02,8436336979.208423614502,27.2735089400,5994.9921549159,1.8265042550e-02,0.9977227160,0.2707973995,14.7922303595,0
639271,8436337106.478491783142,8436337106.520821571350,4.232978820801e-02,8436337106.499656677246,21.7103995168,4486.4670815143,2.1113622632e-02,0.9975775229,0.3035156506,14.3405229952,0
639535,8436337185.336066246033,8436337185.378692626953,4.262638092041e-02,8436337185.357379913330,20.1612226831,4423.0028487893,2.1264559385e-02,0.9977182639,0.3149608433,14.7777426323,0
639575,8436337197.316112518311,8436337197.351336479187,3.522396087646e-02,8436337197.333724975586,29.9431099870,6477.7735295946,1.7571228141e-02,0.9976861037,0.2584440541,14.6743323404,0
639732,8436337244.126766204834,8436337244.163805007935,3.703880310059e-02,8436337244.145285606384,70.2077194531,5901.6515763706,1.8408915951e-02,0.9940340621,0.1687806149,9.1137186285,0
640357,8436337430.978553771973,8436337431.013628005981,3.507423400879e-02,8436337430.996090888977,23.2818455618,6526.2794889199,1.7505808106e-02,0.9982147067,0.2930935734,16.7127569081,0
640439,8436337455.448800086975,8436337455.490370750427,4.157066345215e-02,8436337455.469585418701,18.2426882406,4647.5506778059,2.0744498051e-02,0.9980354571,0.3311086905,15.9299209107,0
640521,8436337480.015565872192,8436337480.057374000549,4.180812835693e-02,8436337480.036470413208,21.9889378816,4598.8585004511,2.0854029052e-02,0.9976064402,0.3015871767,14.4272029643,0
641371,8436337734.212594032288,8436337734.252599716187,4.000568389893e-02,8436337734.232597351074,25.2607725457,5023.8401006323,1.9952489629e-02,0.9974827417,0.2813790012,14.0669511798,0
641468,8436337763.060987472534,8436337763.080425262451,1.943778991699e-02,8436337763.070706367493,55.9255067200,21229.5993533430,9.7060851888e-03,0.9986819726,0.1891080576,19.4577735895,0
641636,8436337813.435591697693,8436337813.477147102356,4.155540466309e-02,8436337813.456369400024,22.4077983831,4655.1160966909,2.0727634386e-02,0.9975903040,0.2987551522,14.3786424249,0
641639,8436337814.399079322815,8436337814.432095527649,3.301620483398e-02,8436337814.415587425232,20.8684783089,7359.8481791927,1.6484681857e-02,0.9985812688,0.3095776554,18.7530733412,0
642772,8436338153.023989677429,8436338153.066944122314,4.295444488525e-02,8436338153.045467376709,38.8122318649,4374.6573997576,2.1381736557e-02,0.9955540859,0.2270025257,10.5694545123,0
643003,8436338222.016343116760,8436338222.055704116821,3.936100006104e-02,8436338222.036024093628,36.8623941267,5200.5235840761,1.9610626249e-02,0.9964495932,0.2329288211,11.8355133652,0
643802,8436338460.843070983887,8436338460.878541946411,3.547096252441e-02,8436338460.860806465149,28.2131180962,6386.5574051506,1.7696263963e-02,0.9977887660,0.2662499007,15.0122738002,0
643946,8436338503.895279884338,8436338503.908298492432,1.301860809326e-02,8436338503.901788711548,39.9905852892,47242.0427206065,6.5065483869e-03,0.9995766583,0.2236331173,34.3559181920,0
644407,8436338641.516829490662,8436338641.541979789734,2.515029907227e-02,8436338641.529404640198,30.6271654264,12678.0977909484,1.2559951118e-02,0.9987913926,0.2555415918,20.3211572978,0
644643,8436338712.366617202759,8436338712.383376121521,1.675891876221e-02,8436338712.374996185303,24.3480329880,28508.1524792052,8.3758802832e-03,0.9995728725,0.2866045344,34.2032249737,0
644825,8436338766.665464401245,8436338766.704759597778,3.929519653320e-02,8436338766.685111999512,35.7637943710,5216.7335439251,1.9580134487e-02,0.9965663091,0.2364793392,12.0360430847,0
646295,8436339206.125953674316,8436339206.148149490356,2.219581604004e-02,8436339206.137051582336,21.6046530806,16260.1735990371,1.1090532756e-02,0.9993354365,0.3042575398,27.4157561318,0
646303,8436339208.756827354431,8436339208.788168907166,3.134155273438e-02,8436339208.772498130798,18.9569406918,8163.1670572241,1.5652570036e-02,0.9988381985,0.3248111074,20.7271866929,0
646459,8436339255.231821060181,8436339255.273871421814,4.205036163330e-02,8436339255.252845764160,28.5375183667,4552.8283733559,2.0959183417e-02,0.9968610306,0.2647322774,12.5912009869,0
646500,8436339267.478983879089,8436339267.511815071106,3.283119201660e-02,8436339267.495399475098,22.9501475817,7444.8772549502,1.6390274493e-02,0.9984574721,0.2952040127,17.9831431361,0
647226,8436339484.493939399719,8436339484.537281036377,4.334163665771e-02,8436339484.515609741211,22.4351751782,4281.1579765436,2.1613961371e-02,0.9973763354,0.2985728168,13.7776438463,0
647447,8436339550.351747512817,8436339550.368879318237,1.713180541992e-02,8436339550.360313415527,19.1387063862,27276.4943532796,8.5628970256e-03,0.9996491106,0.3232650163,37.7385813606,0
647595,8436339594.582901954651,8436339594.622536659241,3.963470458984e-02,8436339594.602719306946,23.7546464129,5116.3449145782,1.9771293840e-02,0.9976758522,0.2901621180,14.6418206470,0
647786,8436339651.995537757874,8436339652.028250694275,3.271293640137e-02,8436339652.011894226074,32.5261517756,7508.2100321969,1.6321000999e-02,0.9978316100,0.2479697223,15.1603463105,0
647977,8436339709.018897056580,8436339709.058536529541,3.963947296143e-02,8436339709.038717269897,17.4959077173,5108.8610383953,1.9785769842e-02,0.9982862215,0.3381012358,17.0588158994,0
648083,8436339740.717849731445,8436339740.754211425781,3.636169433594e-02,8436339740.736030578613,17.6800843991,6068.3263458866,1.8154342876e-02,0.9985421861,0.3363355942,18.4994456588,0
648266,8436339795.202570915222,8436339795.243859291077,4.128837585449e-02,8436339795.223215103149,16.9453811677,4709.7706910777,2.0607016387e-02,0.9981994186,0.3435495047,16.6414637318,0
648270,8436339796.615857124329,8436339796.660415649414,4.455852508545e-02,8436339796.638135910034,33.4799642918,4062.7685450937,2.2187274534e-02,0.9958711376,0.2444119887,10.9703805608,0
648335,8436339816.234793663025,8436339816.275135040283,4.034137725830e-02,8436339816.254964828491,39.9167006600,4955.6526328076,2.0089289136e-02,0.9959644663,0.2238399908,11.0972904732,0
648477,8436339858.424719810486,8436339858.455664634705,3.094482421875e-02,8436339858.440192222595,24.1379044310,8378.5125489540,1.5450108569e-02,0.9985584963,0.2878493255,18.6040368782,0
649119,8436340050.538549423218,8436340050.568531036377,2.998161315918e-02,8436340050.553540229797,29.1104702325,8928.9052900490,1.4966349735e-02,0.9983685438,0.2621141022,17.4849899391,0
649339,8436340116.234516143799,8436340116.261409759521,2.689361572266e-02,8436340116.247962951660,131.6789166225,11192.6077207672,1.3367474257e-02,0.9941001905,0.1232414716,9.1651098803,0
649550,8436340179.187474250793,8436340179.219141960144,3.166770935059e-02,8436340179.203308105469,33.4854556702,8010.7994463898,1.5800726954e-02,0.9979077917,0.2443919470,15.4347726424,0
649552,8436340179.650035858154,8436340179.665880203247,1.584434509277e-02,8436340179.657958030701,22.5760330750,31889.5922442010,7.9193678242e-03,0.9996459655,0.2976399216,37.5704921692,0
649563,8436340183.076207160950,8436340183.118038177490,4.183101654053e-02,8436340183.097122192383,22.1766261984,4594.0390156041,2.0864964889e-02,0.9975834496,0.3003082476,14.3581615954,0
649621,8436340200.396379470825,8436340200.415205001831,1.882553100586e-02,8436340200.405792236328,21.4797097662,22594.8037998574,9.4082903248e-03,0.9995245629,0.3051411604,32.4178011517,0
650064,8436340332.954063415527,8436340332.996324539185,4.226112365723e-02,8436340332.975193977356,19.9413778742,4499.2182400492,2.1083682523e-02,0.9977814454,0.3166922359,14.9874025353,0
650256,8436340390.228056907654,8436340390.264781951904,3.672504425049e-02,8436340390.246419906616,24.2432026738,5955.7540845861,1.8325111221e-02,0.9979626489,0.2872235209,15.6418338935,0
650765,8436340542.462304115295,8436340542.498028755188,3.572463989258e-02,8436340542.480166435242,20.5803461973,6288.9452083561,1.7833069097e-02,0.9983624272,0.3117372212,17.4522246895,0
650793,8436340550.663264274597,8436340550.677732467651,1.446819305420e-02,8436340550.670497894287,31.1626209950,38248.5854104975,7.2311489757e-03,0.9995925474,0.2533366416,35.0198038765,0
650810,8436340555.938490867615,8436340555.959752082825,2.126121520996e-02,8436340555.949121475220,68.8903763694,17766.4677593912,1.0609977228e-02,0.9980593417,0.1703867108,16.0279371680,0
650951,8436340597.921893119812,8436340597.965550422668,4.365730285645e-02,8436340597.943721771240,21.6688281291,4219.0284846315,2.1772523555e-02,0.9974287063,0.3038066567,13.9177932112,0
651608,8436340794.664582252502,8436340794.698158264160,3.357601165771e-02,8436340794.681369781494,26.6216176834,7122.9184437855,1.6756604217e-02,0.9981295210,0.2740928942,16.3267094986,0
651875,8436340874.195706367493,8436340874.238336563110,4.263019561768e-02,8436340874.217021942139,21.6568173237,4423.7105157083,2.1262858457e-02,0.9975491854,0.3038908901,14.2570722795,0
652065,8436340931.170721054077,8436340931.213178634644,4.245758056641e-02,8436340931.191949844360,25.9339898251,4463.8543275798,2.1167033205e-02,0.9970908810,0.2777028455,13.0814258268,0
652169,8436340962.098453521729,8436340962.137126922607,3.867340087891e-02,8436340962.117790222168,19.2607580071,5368.1703459188,1.9301979654e-02,0.9982044100,0.3222391553,16.6646401908,0
652608,8436341093.384851455688,8436341093.416769027710,3.191757202148e-02,8436341093.400810241699,30.7696442511,7883.6737272881,1.5927612331e-02,0.9980466133,0.2549492627,15.9754797444,0
653140,8436341252.323424339294,8436341252.363883018494,4.045867919922e-02,8436341252.343653678894,27.8717673216,4915.1446121091,2.0171901917e-02,0.9971606744,0.2678753453,13.2419224081,0
653146,8436341254.024558067322,8436341254.064966201782,4.040813446045e-02,8436341254.044761657715,24.1464838772,4923.6535200923,2.0154464147e-02,0.9975448962,0.2877981833,14.2445667017,0
653276,8436341293.164384841919,8436341293.176921844482,1.253700256348e-02,8436341293.170653343201,23.0631338451,50921.2788092233,6.2670815643e-03,0.9997735156,0.2944800228,46.9777399111,0
654722,8436341725.338127136230,8436341725.360783576965,2.265644073486e-02,8436341725.349454879761,29.0084522557,15614.0016902243,1.1317692416e-02,0.9990706438,0.2625746039,23.1788043819,0
654789,8436341745.348192214966,8436341745.373718261719,2.552604675293e-02,8436341745.360955238342,24.5273474313,12302.3926999793,1.2750294174e-02,0.9990026499,0.2855549588,22.3736140271,0
654881,8436341772.865210533142,8436341772.905177116394,3.996658325195e-02,8436341772.885193824768,31.2528453345,5039.6175128856,1.9921232751e-02,0.9968944618,0.2529706965,12.6591104824,0
655318,8436341903.565965652466,8436341903.600156784058,3.419113159180e-02,8436341903.583061218262,42.3438812817,6885.6038392710,1.7042919073e-02,0.9969204457,0.2173299931,12.7126528400,0
655665,8436342007.277276039124,8436342007.309163093567,3.188705444336e-02,8436342007.293219566345,308.1449087633,8176.0874641590,1.5640197521e-02,0.9809747431,0.0805633468,5.0530441394,0
655666,8436342007.309163093567,8436342007.351442337036,4.227924346924e-02,8436342007.330303192139,368.3542737560,4843.7925496324,2.0319931071e-02,0.9612249134,0.0736855181,3.4856592514,0
655923,8436342084.386868476868,8436342084.413771629333,2.690315246582e-02,8436342084.400320053101,27.2487613310,11080.3371058218,1.3435025996e-02,0.9987696433,0.2709203421,20.1404160682,0
656089,8436342133.967195510864,8436342133.975739479065,8.543968200684e-03,8436342133.971467971802,22.0267642592,109611.9796871510,4.2715548466e-03,0.9998995189,0.3013281088,70.5358685254,0
656296,8436342195.894666671753,8436342195.924694061279,3.002738952637e-02,8436342195.909680366516,20.9825163629,8893.6627755226,1.4995973655e-02,0.9988196704,0.3087352461,20.5635755195,0
656401,8436342227.394018173218,8436342227.435020446777,4.100227355957e-02,8436342227.414519309998,29.5788907772,4788.1231091207,2.0437715237e-02,0.9969064378,0.2600303592,12.6837044226,0
656710,8436342319.560292243958,8436342319.601810455322,4.151821136475e-02,8436342319.581050872803,26.9963227491,4668.0085857309,2.0698990954e-02,0.9971041754,0.2721840626,13.1115505049,0
656733,8436342326.666941642761,8436342326.693435668945,2.649402618408e-02,8436342326.680189132690,23.2472740877,11420.3395521015,1.3233523396e-02,0.9989816802,0.2933114250,22.1417026573,0
657202,8436342466.725553512573,8436342466.766150474548,4.059696197510e-02,8436342466.745851516724,29.3130346803,4883.3481881593,2.0237466940e-02,0.9969941570,0.2612068771,12.8682967584,0
657464,8436342545.062669754028,8436342545.105127334595,4.245758056641e-02,8436342545.083898544312,30.2706371755,4468.1909749302,2.1156758774e-02,0.9966068952,0.2570420739,12.1081828227,0
657916,8436342680.321457862854,8436342680.336007118225,1.454925537109e-02,8436342680.328732490540,17.5623173247,37810.3087363494,7.2729380120e-03,0.9997677306,0.3374613875,46.3888190739,0
658273,8436342786.659122467041,8436342786.702096939087,4.297447204590e-02,8436342786.680609703064,28.0966570406,4359.9015456685,2.1417888667e-02,0.9967726256,0.2668011349,12.4167265927,0
658560,8436342872.631525993347,8436342872.660173416138,2.864742279053e-02,8436342872.645849227905,23.8153451563,9771.8905666755,1.4306246391e-02,0.9987806928,0.2897921105,20.2316356777,0
658662,8436342903.178054809570,8436342903.201320648193,2.326583862305e-02,8436342903.189687728882,25.3776999869,14804.6334384646,1.1622944618e-02,0.9991425460,0.2807300276,24.1323798523,0
658686,8436342910.416577339172,8436342910.457038879395,4.046154022217e-02,8436342910.436807632446,25.5872967594,4912.1690108911,2.0178010670e-02,0.9973921190,0.2795778719,13.8194379340,0
659145,8436343047.572330474854,8436343047.613156318665,4.082584381104e-02,8436343047.592742919922,22.6657412657,4822.4271272249,2.0364894333e-02,0.9976471976,0.2970503267,14.5520728534,0
659470,8436343144.876378059387,8436343144.914547920227,3.816986083984e-02,8436343144.895462989807,29.7864882762,5520.7534900060,1.9033375690e-02,0.9972986682,0.2591226316,13.5773422219,0
659498,8436343153.207000732422,8436343153.246300697327,3.929996490479e-02,8436343153.226650238037,87.8724096379,5267.5849931750,1.9485395355e-02,0.9916240588,0.1508650809,7.6776191149,0
660156,8436343349.700756072998,8436343349.738116264343,3.736019134521e-02,8436343349.719436645508,32.9100346870,5764.4563114297,1.8626695793e-02,0.9971413487,0.2465192443,13.1968940985,0
660177,8436343356.096889495850,8436343356.127189636230,3.030014038086e-02,8436343356.112039566040,29.0614743051,8742.7233941698,1.5124869241e-02,0.9983365787,0.2623349636,17.3157589579,0
660275,8436343385.288938522339,8436343385.320363044739,3.142452239990e-02,8436343385.304651260376,20.6733105230,8121.9341448839,1.5692251716e-02,0.9987265052,0.3110355171,19.7957196045,0
660438,8436343433.926934242249,8436343433.954393386841,2.745914459229e-02,8436343433.940664291382,60.8003705517,10670.8149106991,1.3690402112e-02,0.9971470208,0.1813685098,13.2100626248,0
660849,8436343556.834168434143,8436343556.873936653137,3.976821899414e-02,8436343556.854052543640,67.2466233491,5125.6994422209,1.9753244052e-02,0.9934185916,0.1724565750,8.6730851619,0
660865,8436343561.956366539001,8436343561.996918678284,4.055213928223e-02,8436343561.976642608643,27.0134925335,4891.7850052973,2.0220007721e-02,0.9972350697,0.2720975487,13.4196396796,0
661619,8436343787.171137809753,8436343787.201885223389,3.074741363525e-02,8436343787.186511993408,21.3212338683,8483.3170517722,1.5354375192e-02,0.9987425527,0.3062730835,19.9218761676,0
661709,8436343814.259700775146,8436343814.298132896423,3.843212127686e-02,8436343814.278917312622,39.3355435057,5455.6176270895,1.9146660466e-02,0.9963884287,0.2254874733,11.7343235728,0
661954,8436343887.472680091858,8436343887.502955436707,3.027534484863e-02,8436343887.487817764282,21.4345264659,8749.3752836246,1.5119118653e-02,0.9987743313,0.3054626050,20.1789678374,0
662013,8436343904.997169494629,8436343905.038452148438,4.128265380859e-02,8436343905.017810821533,23.3182037147,4717.4445163613,2.0590248940e-02,0.9975254515,0.2928649859,14.1882829170,0
662117,8436343936.097174644470,8436343936.139995574951,4.282093048096e-02,8436343936.118585586548,20.8472832652,4383.7726790443,2.1359495221e-02,0.9976193876,0.3097349863,14.4665229272,0
662600,8436344080.378752708435,8436344080.384872436523,6.119728088379e-03,8436344080.381813049316,22.9502108005,213634.9938541256,3.0596996835e-03,0.9999462850,0.2952036061,96.4760531297,0
662911,8436344173.281422615051,8436344173.322804450989,4.138183593750e-02,8436344173.302113533020,18.4087226258,4690.0606574332,2.0650271601e-02,0.9980355455,0.3296121187,15.9302800964,0
662971,8436344191.306091308594,8436344191.336355209351,3.026390075684e-02,8436344191.321223258972,38.2617620004,8772.8045921130,1.5098916031e-02,0.9978169141,0.2286296307,15.1090655860,0
663521,8436344355.805355072021,8436344355.837490081787,3.213500976562e-02,8436344355.821422576904,21.8990165928,7768.8911423783,1.6044843292e-02,0.9985896011,0.3022057279,18.8085038764,0
663683,8436344404.204607963562,8436344404.237388610840,3.278064727783e-02,8436344404.220998764038,18.5517261467,7463.3843349717,1.6369940260e-02,0.9987563773,0.3283392754,20.0325071453,0
663889,8436344465.896766662598,8436344465.904250144958,7.483482360840e-03,8436344465.900508880615,30.4828768328,142881.2274363695,3.7413420198e-03,0.9998933222,0.2561456720,68.4562773483,0
664152,8436344544.220601081848,8436344544.265024185181,4.442310333252e-02,8436344544.242813110352,31.4255785896,4085.3177994344,2.2125957544e-02,0.9961464141,0.2522745015,11.3578063012,0
664214,8436344562.836954116821,8436344562.858998298645,2.204418182373e-02,8436344562.847976684570,23.9159207732,16486.6520800168,1.1014093560e-02,0.9992744251,0.2891821251,26.2365940694,0
664667,8436344698.278810501099,8436344698.320052146912,4.124164581299e-02,8436344698.299430847168,24.1800759796,4727.6460941823,2.0568021550e-02,0.9974394156,0.2875982024,13.9469798913,0
665193,8436344855.660258293152,8436344855.702653884888,4.239559173584e-02,8436344855.681455612183,23.0859272135,4473.9935875086,2.1143034536e-02,0.9974166497,0.2943346128,13.8851517715,0
665356,8436344904.169072151184,8436344904.200780868530,3.170871734619e-02,8436344904.184926986694,22.6310562835,7979.3247161894,1.5831859548e-02,0.9985808871,0.2972778733,18.7505454787,0
665396,8436344916.228215217590,8436344916.263306617737,3.509140014648e-02,8436344916.245760917664,24.8106568996,6521.4475367430,1.7512292216e-02,0.9980959519,0.2839199215,16.1817379957,0
665806,8436345038.900893211365,8436345038.928956031799,2.806282043457e-02,8436345038.914924621582,22.8918917731,10181.3396683205,1.4015627114e-02,0.9988751591,0.2955793950,21.0655515298,0
665860,8436345055.075716972351,8436345055.106267929077,3.055095672607e-02,8436345055.090991973877,40.9706328346,8612.1455261527,1.5239099964e-02,0.9976185100,0.2209421937,14.4638477737,0
665878,8436345060.394551277161,8436345060.437442779541,4.289150238037e-02,8436345060.415996551514,18.8168600122,4367.3969140700,2.1399501982e-02,0.9978434326,0.3260178814,15.2019800326,0
666212,8436345160.066217422485,8436345160.092798233032,2.658081054688e-02,8436345160.079507827759,22.9873742369,11345.7798307479,1.3276934784e-02,0.9989864500,0.2949648834,22.1938215791,0
666853,8436345351.696229934692,8436345351.728368759155,3.213882446289e-02,8436345351.712299346924,27.0963911729,7772.2495775248,1.6041376381e-02,0.9982553282,0.2716810025,16.9067168500,0
666971,8436345387.080068588257,8436345387.117346763611,3.727817535400e-02,8436345387.098707199097,23.3461306963,5780.1401861266,1.8601407720e-02,0.9979784442,0.2926897688,15.7030093895,0
666996,8436345394.429338455200,8436345394.455233573914,2.589511871338e-02,8436345394.442285537720,23.7904798028,11954.1676645872,1.2934669205e-02,0.9990044339,0.2899435135,22.3936809666,0
667428,8436345523.701702117920,8436345523.722569465637,2.086734771729e-02,8436345523.712135314941,22.4325796221,18394.3921607276,1.0427309810e-02,0.9993900472,0.2985900894,28.6179243749,0
667649,8436345589.933364868164,8436345589.971314430237,3.794956207275e-02,8436345589.952339172363,47.3237734712,5602.2263906753,1.8894468089e-02,0.9957673848,0.2055773741,10.8342422357,0
667936,8436345675.576533317566,8436345675.605572700500,2.903938293457e-02,8436345675.591053009033,24.1899463606,9510.8910954710,1.4501215061e-02,0.9987274932,0.2875395212,19.8034181235,0
668387,8436345810.430474281311,8436345810.468444824219,3.797054290771e-02,8436345810.449459075928,23.6277639552,5572.3932924107,1.8944978530e-02,0.9978776746,0.2909401685,15.3245198117,0
668692,8436345901.647235870361,8436345901.691393852234,4.415798187256e-02,8436345901.669315338135,21.7289839198,4124.4459115171,2.2020754315e-02,0.9973623513,0.3033858271,13.7409281069,0
668850,8436345948.693258285522,8436345948.737997055054,4.473876953125e-02,8436345948.715627670288,36.8908170816,4033.7782426571,2.2266860497e-02,0.9954167596,0.2328390725,10.4088277326,0
668964,8436345982.894567489624,8436345982.934145927429,3.957843780518e-02,8436345982.914356231689,29.4778527436,5136.5582007953,1.9732353683e-02,0.9971264546,0.2604756169,13.1625011688,0
669998,8436346292.009736061096,8436346292.051208496094,4.147243499756e-02,8436346292.030471801758,27.5758781678,4678.8390911885,2.0675020220e-02,0.9970487733,0.2693086619,12.9873571149,0
670479,8436346435.853502273560,8436346435.894865036011,4.136276245117e-02,8436346435.874183654785,32.9172373614,4708.8786151709,2.0608968248e-02,0.9964986392,0.2464922722,11.9185594781,0
671150,8436346636.265078544617,8436346636.309592247009,4.451370239258e-02,8436346636.287335395813,44.7000240106,4082.1072057575,2.2134656911e-02,0.9945098125,0.2115247155,9.5038023864,0
671484,8436346736.367195129395,8436346736.411002159119,4.380702972412e-02,8436346736.389099121094,41.8854977742,4210.6021020625,2.1794298578e-02,0.9950137553,0.2185159574,9.9762964416,0
671719,8436346806.499672889709,8436346806.538987159729,3.931427001953e-02,8436346806.519330024719,23.2147974558,5199.1586271916,1.9613200310e-02,0.9977649490,0.2935165191,14.9318056257,0
671830,8436346839.846343040466,8436346839.868992805481,2.264976501465e-02,8436346839.857667922974,38.9753394492,15633.1568746656,1.1310756551e-02,0.9987526620,0.2265270371,20.0025949056,0
672154,8436346936.552013397217,8436346936.579107284546,2.709388732910e-02,8436346936.565560340881,36.5985402772,10934.6121544829,1.3524253609e-02,0.9983250793,0.2337669528,17.2560659157,0
672630,8436347078.873141288757,8436347078.908095359802,3.495407104492e-02,8436347078.890618324280,23.8264545329,6571.6121643700,1.7445323827e-02,0.9981855221,0.2897245431,16.5774420204,0
673148,8436347233.764743804932,8436347233.798195838928,3.345203399658e-02,8436347233.781469345093,23.3872667342,7172.3811920937,1.6698725140e-02,0.9983682990,0.2924322484,17.4836751892,0
673172,8436347240.952569961548,8436347240.992330551147,3.976058959961e-02,8436347240.972450256348,28.5746797275,5088.9689504405,1.9824402069e-02,0.9971885361,0.2645600793,13.3076537341,0
673410,8436347311.994935989380,8436347312.035951614380,4.101562500000e-02,8436347312.015443801880,19.4450340432,4774.8917460613,2.0466012397e-02,0.9979617474,0.3207086280,15.6383635765,0
673608,8436347371.248202323914,8436347371.286273956299,3.807163238525e-02,8436347371.267238616943,20.2561449074,5539.5941400003,1.9000981024e-02,0.9981700197,0.3142220085,16.5068839330,0
673916,8436347463.413763999939,8436347463.446949005127,3.318500518799e-02,8436347463.430356979370,85.3017951995,7349.8098098819,1.6495935404e-02,0.9941800708,0.1531214074,9.2283491626,0
674566,8436347657.752518653870,8436347657.786023139954,3.350448608398e-02,8436347657.769270896912,21.7239520734,7148.3515511211,1.6726768509e-02,0.9984793360,0.3034209612,18.1122587857,0
674819,8436347733.214927673340,8436347733.254262924194,3.933525085449e-02,8436347733.234595298767,26.5852385990,5197.0089987148,1.9617256175e-02,0.9974389764,0.2742803637,13.9457793055,0
675273,8436347869.059866905212,8436347869.078436851501,1.856994628906e-02,8436347869.069151878357,29.4794803031,23228.4488656676,9.2790794432e-03,0.9993652430,0.2604684264,28.0526849527,0
675417,8436347912.087966918945,8436347912.118183135986,3.021621704102e-02,8436347912.103075027466,45.2096326651,8807.3418919830,1.5069282344e-02,0.9974301100,0.2103291703,13.9216083882,0
675485,8436347932.379660606384,8436347932.409929275513,3.026866912842e-02,8436347932.394794464111,31.5856456633,8763.3767019859,1.5107035769e-02,0.9981962342,0.2516344618,16.6267278393,0
675804,8436348027.747375488281,8436348027.785301208496,3.792572021484e-02,8436348027.766338348389,18.8787318783,5580.7676806194,1.8930758966e-02,0.9983071572,0.3254832086,17.1642466765,0
675890,8436348053.338622093201,8436348053.365371704102,2.674961090088e-02,8436348053.351997375488,27.7568488537,11208.0978215327,1.3358233835e-02,0.9987609827,0.2684292992,20.0697722449,0
676186,8436348141.818790435791,8436348141.862957954407,4.416751861572e-02,8436348141.840873718262,16.6680575378,4117.6134419425,2.2039016565e-02,0.9979739526,0.3463957081,15.6855408191,0
676240,8436348157.926548004150,8436348157.969718933105,4.317092895508e-02,8436348157.948133468628,24.0890781428,4316.5583917467,2.1525150059e-02,0.9972057855,0.2881408995,13.3488394384,0
676924,8436348362.579257965088,8436348362.614061355591,3.480339050293e-02,8436348362.596659660339,20.8469153879,6625.4523585301,1.7374296558e-02,0.9984255158,0.3097377192,17.7992841893,0
